Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Customer_Segment
35,45,616.65,3,3,2,332,Lost Customers
22,11,223.85000000000002,3,1,1,311,Loyal Customers
74,21,348.99,2,2,2,222,Almost Lost
10,27,464.57,4,2,2,422,Loyal Customers
168,10,802.85,1,1,3,113,Lost Customers
57,17,337.34,2,1,2,212,Almost Lost
85,59,1230.93,2,3,3,233,Big Spenders
294,16,307.4,1,1,2,112,Lost Customers
108,23,608.7900000000001,2,2,2,222,Almost Lost
263,31,922.1,1,2,3,123,Almost Lost
170,27,361.28,1,2,2,122,Almost Lost
168,9,158.85,1,1,1,111,Lost Customers
34,7,71.66,3,1,1,311,Loyal Customers
22,46,556.75,3,3,2,332,Lost Customers
16,49,839.14,4,3,3,433,Best Customers
21,47,4912.41,3,3,4,334,Best Customers
78,11,561.5699999999999,2,1,2,212,Almost Lost
64,5,90.6,2,1,1,211,Almost Lost
360,3,102.0,1,1,1,111,Lost Customers
2,160,2427.32,4,4,4,444,Best Customers
10,36,728.56,4,2,3,423,Loyal Customers
175,39,674.45,1,2,3,123,Almost Lost
210,138,3246.091,1,4,4,144,Big Spenders
6,20,3515.68,4,2,4,424,Loyal Customers
1,30,378.59,4,2,2,422,Loyal Customers
153,33,322.96,1,2,2,122,Almost Lost
4,152,1026.42,4,4,3,443,Best Customers
371,5,-102.45,1,1,1,111,Lost Customers
78,92,598.2,2,3,2,232,Lost Customers
20,12,230.22,3,1,1,311,Loyal Customers
21,11,169.55,3,1,1,311,Loyal Customers
307,35,664.54,1,2,3,123,Almost Lost
145,2,80.7,1,1,1,111,Lost Customers
6,633,8986.69,4,4,4,444,Best Customers
8,158,2702.2200000000003,4,4,4,444,Best Customers
70,15,190.25,2,1,1,211,Almost Lost
286,11,264.7,1,1,1,111,Lost Customers
48,28,413.59000000000003,3,2,2,322,Loyal Customers
30,340,2503.23,3,4,4,344,Best Customers
206,10,357.98,1,1,2,112,Lost Customers
14,15,196.79000000000002,4,1,1,411,Loyal Customers
72,54,869.87,2,3,3,233,Big Spenders
59,11,200.14,2,1,1,211,Almost Lost
38,115,1861.11,3,4,4,344,Best Customers
29,112,2590.46,3,4,4,344,Best Customers
26,17,488.03,3,1,2,312,Loyal Customers
3,353,7024.53,4,4,4,444,Best Customers
16,13,320.46,4,1,2,412,Loyal Customers
19,239,4098.8,3,4,4,344,Best Customers
65,41,1266.08,2,2,3,223,Almost Lost
212,16,311.3,1,1,2,112,Lost Customers
11,86,850.63,4,3,3,433,Best Customers
29,5,76.8,3,1,1,311,Loyal Customers
31,125,3409.66,3,4,4,344,Best Customers
3,155,2313.14,4,4,4,444,Best Customers
14,87,1383.49,4,3,3,433,Best Customers
9,212,3865.26,4,4,4,444,Best Customers
205,16,633.71,1,1,2,112,Lost Customers
45,40,2030.3300000000002,3,2,4,324,Loyal Customers
133,47,529.73,2,3,2,232,Lost Customers
42,171,4582.64,3,4,4,344,Best Customers
9,84,2874.72,4,3,4,434,Best Customers
115,30,962.19,2,2,3,223,Almost Lost
197,44,685.9300000000001,1,3,3,133,Big Spenders
277,11,328.8,1,1,2,112,Lost Customers
109,34,473.02,2,2,2,222,Almost Lost
76,39,505.18,2,2,2,222,Almost Lost
52,20,917.34,2,2,3,223,Almost Lost
153,162,4328.46,1,4,4,144,Big Spenders
46,68,1398.96,3,3,3,333,Best Customers
16,39,642.8,4,2,2,422,Loyal Customers
154,22,631.9,1,2,2,122,Almost Lost
224,28,440.0,1,2,2,122,Almost Lost
6,31,584.07,4,2,2,422,Loyal Customers
121,16,327.7,2,1,2,212,Almost Lost
60,6,104.82,2,1,1,211,Almost Lost
62,15,467.66,2,1,2,212,Almost Lost
17,243,2360.09,3,4,4,344,Best Customers
6,258,14634.640000000001,4,4,4,444,Best Customers
1,152,2929.84,4,4,4,444,Best Customers
21,92,512.02,3,3,2,332,Lost Customers
28,66,1428.02,3,3,3,333,Best Customers
284,38,626.65,1,2,2,122,Almost Lost
175,28,147.20000000000002,1,2,1,121,Lost Customers
77,93,1554.48,2,3,3,233,Big Spenders
32,6,152.2,3,1,1,311,Loyal Customers
40,241,3542.19,3,4,4,344,Best Customers
265,21,141.41,1,2,1,121,Lost Customers
26,209,652.82,3,4,3,343,Best Customers
108,6,1659.75,2,1,4,214,Almost Lost
283,14,154.99,1,1,1,111,Lost Customers
8,34,1290.01,4,2,3,423,Loyal Customers
276,88,375.13,1,3,2,132,Lost Customers
16,505,5639.15,4,4,4,444,Best Customers
31,54,746.36,3,3,3,333,Best Customers
0,215,15477.34,4,4,4,444,Best Customers
19,56,225.36,3,3,1,331,Lost Customers
123,4,260.25,2,1,1,211,Almost Lost
64,6,92.46,2,1,1,211,Almost Lost
105,10,725.6400000000001,2,1,3,213,Almost Lost
0,1128,8124.4,4,4,4,444,Best Customers
23,291,6147.4,3,4,4,344,Best Customers
266,8,183.6,1,1,1,111,Lost Customers
4,203,6135.38,4,4,4,444,Best Customers
9,111,10464.85,4,4,4,444,Best Customers
28,82,1188.32,3,3,3,333,Best Customers
266,7,152.55,1,1,1,111,Lost Customers
63,52,374.7,2,3,2,232,Lost Customers
319,24,265.85,1,2,1,121,Lost Customers
3,333,1307.41,4,4,3,443,Best Customers
20,14,139.54,3,1,1,311,Loyal Customers
4,43,942.26,4,3,3,433,Best Customers
128,46,122.47,2,3,1,231,Lost Customers
40,42,499.41999999999996,3,2,2,322,Loyal Customers
101,65,1049.37,2,3,3,233,Big Spenders
124,12,375.1,2,1,2,212,Almost Lost
32,4,45.599999999999994,3,1,1,311,Loyal Customers
266,156,904.67,1,4,3,143,Big Spenders
364,29,182.25,1,2,1,121,Lost Customers
3,181,1018.43,4,4,3,443,Best Customers
1,451,4435.79,4,4,4,444,Best Customers
2,70,181.67,4,3,1,431,Lost Customers
9,590,50415.49,4,4,4,444,Best Customers
56,14,161.0,2,1,1,211,Almost Lost
324,1,76.32000000000001,1,1,1,111,Lost Customers
7,217,4063.1,4,4,4,444,Best Customers
11,105,442.85,4,4,2,442,Lost Customers
3,5128,57120.909999999996,4,4,4,444,Best Customers
36,21,147.35,3,2,1,321,Loyal Customers
15,252,3092.9700000000003,4,4,4,444,Best Customers
137,26,194.9,2,2,1,221,Almost Lost
73,35,5976.79,2,2,4,224,Almost Lost
4,84,1314.73,4,3,3,433,Best Customers
154,21,216.20999999999998,1,2,1,121,Lost Customers
84,76,1260.33,2,3,3,233,Big Spenders
51,124,2688.48,2,4,4,244,Big Spenders
30,35,594.16,3,2,2,322,Loyal Customers
22,14,80.2,3,1,1,311,Loyal Customers
3,157,5669.65,4,4,4,444,Best Customers
13,11,688.6,4,1,3,413,Loyal Customers
22,173,2774.17,3,4,4,344,Best Customers
3,40,1377.92,4,2,3,423,Loyal Customers
273,15,386.53,1,1,2,112,Lost Customers
19,72,1382.74,3,3,3,333,Best Customers
143,3,90.0,1,1,1,111,Lost Customers
353,1,-19.9,1,1,1,111,Lost Customers
3,161,2740.3,4,4,4,444,Best Customers
83,5,419.58000000000004,2,1,2,212,Almost Lost
10,167,2740.43,4,4,4,444,Best Customers
7,16,643.6300000000001,4,1,2,412,Loyal Customers
122,44,709.71,2,3,3,233,Big Spenders
60,46,637.5,2,3,2,232,Lost Customers
1,52,1123.8600000000001,4,3,3,433,Best Customers
318,67,483.86,1,3,2,132,Lost Customers
1,201,3580.13,4,4,4,444,Best Customers
129,30,590.3399999999999,2,2,2,222,Almost Lost
1,134,4690.31,4,4,4,444,Best Customers
1,47,982.3800000000001,4,3,3,433,Best Customers
45,26,415.82,3,2,2,322,Loyal Customers
3,67,920.05,4,3,3,433,Best Customers
2,46,879.0300000000001,4,3,3,433,Best Customers
372,22,311.81,1,2,2,122,Almost Lost
133,7,115.8,2,1,1,211,Almost Lost
46,12,3148.2,3,1,4,314,Loyal Customers
8,245,2949.57,4,4,4,444,Best Customers
48,6,468.4,3,1,2,312,Loyal Customers
233,3,157.2,1,1,1,111,Lost Customers
212,40,259.43,1,2,1,121,Lost Customers
35,26,658.64,3,2,3,323,Loyal Customers
74,50,611.09,2,3,2,232,Lost Customers
238,52,1345.62,1,3,3,133,Big Spenders
265,6,118.75,1,1,1,111,Lost Customers
9,1420,113384.14,4,4,4,444,Best Customers
19,49,400.43,3,3,2,332,Lost Customers
39,41,507.66,3,2,2,322,Loyal Customers
19,1212,4678.3,3,4,4,344,Best Customers
215,108,1110.52,1,4,3,143,Big Spenders
173,25,289.36,1,2,1,121,Lost Customers
86,52,2445.91,2,3,4,234,Big Spenders
70,29,1631.77,2,2,4,224,Almost Lost
275,25,122.53999999999999,1,2,1,121,Lost Customers
38,52,574.84,3,3,2,332,Lost Customers
97,58,363.79,2,3,2,232,Lost Customers
10,29,450.84,4,2,2,422,Loyal Customers
32,26,134.46,3,2,1,321,Loyal Customers
50,164,3108.06,2,4,4,244,Big Spenders
296,32,574.0,1,2,2,122,Almost Lost
84,43,554.46,2,3,2,232,Lost Customers
8,327,1620.93,4,4,4,444,Best Customers
40,165,719.78,3,4,3,343,Best Customers
10,248,4640.77,4,4,4,444,Best Customers
66,24,452.89,2,2,2,222,Almost Lost
330,3,197.65,1,1,1,111,Lost Customers
8,71,2018.91,4,3,4,434,Best Customers
1,277,4604.31,4,4,4,444,Best Customers
1,263,4660.01,4,4,4,444,Best Customers
67,42,853.39,2,2,3,223,Almost Lost
4,604,11216.75,4,4,4,444,Best Customers
201,8,962.7,1,1,3,113,Lost Customers
106,6,335.52,2,1,2,212,Almost Lost
3,44,663.5,4,3,3,433,Best Customers
217,2,185.39999999999998,1,1,1,111,Lost Customers
59,39,688.04,2,2,3,223,Almost Lost
1,44,161.03,4,3,1,431,Lost Customers
10,39,218.78,4,2,1,421,Loyal Customers
238,21,308.26,1,2,2,122,Almost Lost
94,10,151.74,2,1,1,211,Almost Lost
10,88,2067.13,4,3,4,434,Best Customers
90,103,1900.89,2,4,4,244,Big Spenders
52,118,2208.3,2,4,4,244,Big Spenders
89,9,1070.48,2,1,3,213,Almost Lost
371,5,-1192.2,1,1,1,111,Lost Customers
30,70,1000.23,3,3,3,333,Best Customers
11,109,1777.92,4,4,4,444,Best Customers
2,59,1839.3,4,3,4,434,Best Customers
1,107,1925.3600000000001,4,4,4,444,Best Customers
42,12,169.48000000000002,3,1,1,311,Loyal Customers
3,7,89.94,4,1,1,411,Loyal Customers
246,21,632.4,1,2,2,122,Almost Lost
41,194,3427.85,3,4,4,344,Best Customers
176,41,683.17,1,2,3,123,Almost Lost
91,61,975.23,2,3,3,233,Big Spenders
109,118,1050.12,2,4,3,243,Big Spenders
28,73,2201.64,3,3,4,334,Best Customers
25,183,3315.71,3,4,4,344,Best Customers
51,43,1450.6,2,3,3,233,Big Spenders
178,54,822.0600000000001,1,3,3,133,Big Spenders
31,118,2043.93,3,4,4,344,Best Customers
43,36,1447.51,3,2,3,323,Loyal Customers
21,159,775.46,3,4,3,343,Best Customers
9,80,3093.86,4,3,4,434,Best Customers
80,15,490.86,2,1,2,212,Almost Lost
372,9,161.0,1,1,1,111,Lost Customers
325,8,146.85,1,1,1,111,Lost Customers
42,116,2323.5,3,4,4,344,Best Customers
29,42,890.34,3,2,3,323,Loyal Customers
183,10,213.70000000000002,1,1,1,111,Lost Customers
234,16,280.55,1,1,1,111,Lost Customers
8,148,2535.88,4,4,4,444,Best Customers
175,112,1677.48,1,4,4,144,Big Spenders
110,75,1474.06,2,3,3,233,Big Spenders
277,20,136.76999999999998,1,2,1,121,Lost Customers
317,8,302.58,1,1,2,112,Lost Customers
6,111,1904.05,4,4,4,444,Best Customers
1,78,2879.7000000000003,4,3,4,434,Best Customers
253,54,935.0600000000001,1,3,3,133,Big Spenders
50,107,3087.27,2,4,4,244,Big Spenders
8,112,12650.08,4,4,4,444,Best Customers
141,5,120.0,2,1,1,211,Almost Lost
50,52,1163.45,2,3,3,233,Big Spenders
7,143,2618.23,4,4,4,444,Best Customers
154,19,319.47,1,2,2,122,Almost Lost
108,31,530.18,2,2,2,222,Almost Lost
150,66,1279.09,1,3,3,133,Big Spenders
331,29,492.65000000000003,1,2,2,122,Almost Lost
225,10,112.32,1,1,1,111,Lost Customers
73,33,437.96,2,2,2,222,Almost Lost
50,29,559.97,2,2,2,222,Almost Lost
87,75,1019.39,2,3,3,233,Big Spenders
14,228,3957.0,4,4,4,444,Best Customers
196,8,134.04,1,1,1,111,Lost Customers
2,156,3729.34,4,4,4,444,Best Customers
30,34,578.45,3,2,2,322,Loyal Customers
20,27,1910.01,3,2,4,324,Loyal Customers
23,285,4595.81,3,4,4,344,Best Customers
7,11,151.23000000000002,4,1,1,411,Loyal Customers
211,17,413.85,1,1,2,112,Lost Customers
8,47,911.26,4,3,3,433,Best Customers
10,103,2307.4500000000003,4,4,4,444,Best Customers
1,238,3873.3,4,4,4,444,Best Customers
7,108,4819.33,4,4,4,444,Best Customers
2,61,1046.56,4,3,3,433,Best Customers
39,7,154.70000000000002,3,1,1,311,Loyal Customers
17,64,1284.06,3,3,3,333,Best Customers
2,1640,50862.44,4,4,4,444,Best Customers
7,162,2855.35,4,4,4,444,Best Customers
18,3,43.2,3,1,1,311,Loyal Customers
107,16,632.04,2,1,2,212,Almost Lost
222,27,197.1,1,2,1,121,Lost Customers
70,110,1803.76,2,4,4,244,Big Spenders
50,35,2083.42,2,2,4,224,Almost Lost
88,180,2995.72,2,4,4,244,Big Spenders
7,123,2319.68,4,4,4,444,Best Customers
224,27,229.71,1,2,1,121,Lost Customers
46,87,1611.59,3,3,3,333,Best Customers
106,8,120.0,2,1,1,211,Almost Lost
20,104,2456.98,3,4,4,344,Best Customers
64,24,508.58000000000004,2,2,2,222,Almost Lost
206,42,343.11,1,2,2,122,Almost Lost
10,123,1530.75,4,4,3,443,Best Customers
114,41,574.26,2,2,2,222,Almost Lost
234,9,166.85,1,1,1,111,Lost Customers
162,12,311.65,1,1,2,112,Lost Customers
8,269,4928.74,4,4,4,444,Best Customers
123,28,462.65999999999997,2,2,2,222,Almost Lost
22,26,866.31,3,2,3,323,Loyal Customers
63,19,351.45,2,2,2,222,Almost Lost
16,163,2539.46,4,4,4,444,Best Customers
15,63,468.26,4,3,2,432,Lost Customers
16,90,1614.91,4,3,4,434,Best Customers
157,34,554.22,1,2,2,122,Almost Lost
234,18,289.90999999999997,1,2,1,121,Lost Customers
218,6,134.7,1,1,1,111,Lost Customers
44,130,2166.38,3,4,4,344,Best Customers
20,24,607.71,3,2,2,322,Loyal Customers
126,71,889.9300000000001,2,3,3,233,Big Spenders
38,6,108.97999999999999,3,1,1,311,Loyal Customers
120,60,1021.58,2,3,3,233,Big Spenders
259,18,409.57,1,2,2,122,Almost Lost
9,31,133.5,4,2,1,421,Loyal Customers
270,21,258.7,1,2,1,121,Lost Customers
164,1,51.0,1,1,1,111,Lost Customers
156,47,1078.96,1,3,3,133,Big Spenders
214,6,90.6,1,1,1,111,Lost Customers
5,9,163.62,4,1,1,411,Loyal Customers
365,11,174.4,1,1,1,111,Lost Customers
59,38,666.9399999999999,2,2,3,223,Almost Lost
42,41,225.77,3,2,1,321,Loyal Customers
18,58,882.58,3,3,3,333,Best Customers
31,118,2128.23,3,4,4,344,Best Customers
21,41,161.2,3,2,1,321,Loyal Customers
108,69,3717.35,2,3,4,234,Big Spenders
7,533,9167.82,4,4,4,444,Best Customers
319,8,155.0,1,1,1,111,Lost Customers
294,4,100.5,1,1,1,111,Lost Customers
357,4,76.55,1,1,1,111,Lost Customers
184,75,257.68,1,3,1,131,Lost Customers
190,11,617.05,1,1,2,112,Lost Customers
43,46,348.1,3,3,2,332,Lost Customers
51,56,202.68,2,3,1,231,Lost Customers
25,131,626.0699999999999,3,4,2,342,Lost Customers
37,59,1247.69,3,3,3,333,Best Customers
8,14,202.11,4,1,1,411,Loyal Customers
296,7,142.4,1,1,1,111,Lost Customers
32,140,1770.56,3,4,4,344,Best Customers
8,191,3172.04,4,4,4,444,Best Customers
8,62,999.72,4,3,3,433,Best Customers
9,291,4592.47,4,4,4,444,Best Customers
217,5,67.95,1,1,1,111,Lost Customers
1,353,3471.91,4,4,4,444,Best Customers
64,73,487.99,2,3,2,232,Lost Customers
0,95,2556.68,4,3,4,434,Best Customers
140,26,559.7,2,2,2,222,Almost Lost
3,183,4039.98,4,4,4,444,Best Customers
129,26,1426.31,2,2,3,223,Almost Lost
33,104,1434.72,3,4,3,343,Best Customers
118,8,156.75,2,1,1,211,Almost Lost
106,76,2111.08,2,3,4,234,Big Spenders
10,107,2606.53,4,4,4,444,Best Customers
70,55,1908.25,2,3,4,234,Big Spenders
15,287,576.3,4,4,2,442,Lost Customers
310,14,1063.0,1,1,3,113,Lost Customers
34,45,761.3299999999999,3,3,3,333,Best Customers
361,23,122.7,1,2,1,121,Lost Customers
91,98,1485.1299999999999,2,3,3,233,Big Spenders
0,612,5811.56,4,4,4,444,Best Customers
21,14,490.22,3,1,2,312,Loyal Customers
3,124,1937.25,4,4,4,444,Best Customers
10,206,1058.06,4,4,3,443,Best Customers
84,30,385.87,2,2,2,222,Almost Lost
56,27,813.11,2,2,3,223,Almost Lost
0,222,4263.64,4,4,4,444,Best Customers
217,3,265.2,1,1,1,111,Lost Customers
17,1,322.08,3,1,2,312,Loyal Customers
18,264,3918.9,3,4,4,344,Best Customers
49,17,363.34000000000003,3,1,2,312,Loyal Customers
6,148,1230.14,4,4,3,443,Best Customers
298,22,397.76,1,2,2,122,Almost Lost
9,382,2255.51,4,4,4,444,Best Customers
21,12,1372.8,3,1,3,313,Loyal Customers
98,9,89.06,2,1,1,211,Almost Lost
142,6,-43.400000000000006,2,1,1,211,Almost Lost
305,9,131.9,1,1,1,111,Lost Customers
319,32,2661.24,1,2,4,124,Almost Lost
7,55,2357.6800000000003,4,3,4,434,Best Customers
0,59,1545.14,4,3,3,433,Best Customers
1,68,1544.62,4,3,3,433,Best Customers
53,98,1400.88,2,3,3,233,Big Spenders
0,293,1039.58,4,4,3,443,Best Customers
18,70,1163.23,3,3,3,333,Best Customers
8,20,375.35,4,2,2,422,Loyal Customers
18,258,907.1,3,4,3,343,Best Customers
180,40,483.25,1,2,2,122,Almost Lost
59,109,662.59,2,4,3,243,Big Spenders
10,62,264.44,4,3,1,431,Lost Customers
189,22,119.93,1,2,1,121,Lost Customers
4,977,3047.63,4,4,4,444,Best Customers
310,4,113.64,1,1,1,111,Lost Customers
154,37,1837.92,1,2,4,124,Almost Lost
109,17,383.34,2,1,2,212,Almost Lost
147,180,2103.06,1,4,4,144,Big Spenders
63,246,1965.9,2,4,4,244,Big Spenders
97,6,529.62,2,1,2,212,Almost Lost
246,130,1058.6200000000001,1,4,3,143,Big Spenders
28,72,2272.4,3,3,4,334,Best Customers
17,90,598.76,3,3,2,332,Lost Customers
11,43,461.19,4,3,2,432,Lost Customers
103,281,1936.84,2,4,4,244,Big Spenders
73,7,234.34000000000003,2,1,1,211,Almost Lost
42,30,537.71,3,2,2,322,Loyal Customers
71,47,799.82,2,3,3,233,Big Spenders
256,19,215.7,1,2,1,121,Lost Customers
19,11,1307.81,3,1,3,313,Loyal Customers
253,18,316.25,1,2,2,122,Almost Lost
10,13,279.05,4,1,1,411,Loyal Customers
164,30,636.51,1,2,2,122,Almost Lost
17,144,2068.15,3,4,4,344,Best Customers
149,10,129.2,1,1,1,111,Lost Customers
49,14,321.92,3,1,2,312,Loyal Customers
38,47,165.75,3,3,1,331,Lost Customers
26,145,1183.58,3,4,3,343,Best Customers
50,49,1047.43,2,3,3,233,Big Spenders
206,30,463.38,1,2,2,122,Almost Lost
174,17,340.93,1,1,2,112,Lost Customers
6,123,2362.84,4,4,4,444,Best Customers
25,7,139.56,3,1,1,311,Loyal Customers
50,6,123.8,2,1,1,211,Almost Lost
311,19,538.8100000000001,1,2,2,122,Almost Lost
300,31,457.47,1,2,2,122,Almost Lost
42,193,1957.32,3,4,4,344,Best Customers
25,194,815.32,3,4,3,343,Best Customers
87,7,356.85,2,1,2,212,Almost Lost
63,12,190.31,2,1,1,211,Almost Lost
19,631,2351.02,3,4,4,344,Best Customers
2,164,3543.26,4,4,4,444,Best Customers
46,107,673.26,3,4,3,343,Best Customers
16,803,5818.7,4,4,4,444,Best Customers
16,316,2012.17,4,4,4,444,Best Customers
23,98,1368.18,3,3,3,333,Best Customers
21,57,276.42,3,3,1,331,Lost Customers
10,71,1267.4099999999999,4,3,3,433,Best Customers
187,23,275.28,1,2,1,121,Lost Customers
100,18,438.49,2,2,2,222,Almost Lost
60,73,1055.35,2,3,3,233,Big Spenders
17,101,2102.09,3,3,4,334,Best Customers
32,18,330.45,3,2,2,322,Loyal Customers
63,16,174.37,2,1,1,211,Almost Lost
1,4,270.6,4,1,1,411,Loyal Customers
23,17,974.54,3,1,3,313,Loyal Customers
107,12,241.09,2,1,1,211,Almost Lost
31,203,1867.68,3,4,4,344,Best Customers
8,298,4221.37,4,4,4,444,Best Customers
2,1011,7711.38,4,4,4,444,Best Customers
36,18,364.21999999999997,3,2,2,322,Loyal Customers
59,229,620.04,2,4,2,242,Lost Customers
25,216,2925.91,3,4,4,344,Best Customers
235,64,932.85,1,3,3,133,Big Spenders
24,65,1812.6200000000001,3,3,4,334,Best Customers
2,558,4075.35,4,4,4,444,Best Customers
58,333,2841.09,2,4,4,244,Big Spenders
259,19,171.8,1,2,1,121,Lost Customers
57,10,355.56,2,1,2,212,Almost Lost
64,19,388.25,2,2,2,222,Almost Lost
15,32,537.48,4,2,2,422,Loyal Customers
9,76,996.26,4,3,3,433,Best Customers
58,111,1461.65,2,4,3,243,Big Spenders
185,5,103.25,1,1,1,111,Lost Customers
3,107,2916.17,4,4,4,444,Best Customers
23,114,2024.45,3,4,4,344,Best Customers
3,417,2487.02,4,4,4,444,Best Customers
3,367,3986.7400000000002,4,4,4,444,Best Customers
150,4,652.8,1,1,3,113,Lost Customers
310,56,289.24,1,3,1,131,Lost Customers
10,48,765.62,4,3,3,433,Best Customers
17,10,186.23,3,1,1,311,Loyal Customers
151,58,165.07,1,3,1,131,Lost Customers
18,113,859.27,3,4,3,343,Best Customers
9,216,2381.04,4,4,4,444,Best Customers
56,21,324.14,2,2,2,222,Almost Lost
63,32,0.0,2,2,1,221,Almost Lost
6,76,2174.18,4,3,4,434,Best Customers
75,69,1080.76,2,3,3,233,Big Spenders
3,446,4709.22,4,4,4,444,Best Customers
95,129,3073.77,2,4,4,244,Big Spenders
110,4,1432.0,2,1,3,213,Almost Lost
34,34,1524.46,3,2,3,323,Loyal Customers
0,12,227.39,4,1,1,411,Loyal Customers
280,29,218.06,1,2,1,121,Lost Customers
2,273,2803.69,4,4,4,444,Best Customers
179,241,1603.72,1,4,3,143,Big Spenders
371,1,35.400000000000006,1,1,1,111,Lost Customers
12,123,859.71,4,4,3,443,Best Customers
2,24,168.63,4,2,1,421,Loyal Customers
16,17,138.6,4,1,1,411,Loyal Customers
40,6,114.11,3,1,1,311,Loyal Customers
5,330,1052.55,4,4,3,443,Best Customers
168,101,1029.26,1,3,3,133,Big Spenders
49,29,157.05,3,2,1,321,Loyal Customers
226,27,134.16,1,2,1,121,Lost Customers
18,384,1598.24,3,4,3,343,Best Customers
371,3,39.75,1,1,1,111,Lost Customers
14,197,1447.14,4,4,3,443,Best Customers
34,164,570.46,3,4,2,342,Lost Customers
21,152,617.99,3,4,2,342,Lost Customers
6,53,379.83,4,3,2,432,Lost Customers
19,102,1740.6,3,3,4,334,Best Customers
10,55,883.15,4,3,3,433,Best Customers
43,50,221.97,3,3,1,331,Lost Customers
305,25,393.33000000000004,1,2,2,122,Almost Lost
10,7,213.96,4,1,1,411,Loyal Customers
274,2,660.0,1,1,3,113,Lost Customers
0,2782,11713.85,4,4,4,444,Best Customers
15,114,11341.1,4,4,4,444,Best Customers
3,20,1785.15,4,2,4,424,Loyal Customers
71,4,601.56,2,1,2,212,Almost Lost
242,3,406.08000000000004,1,1,2,112,Lost Customers
8,17,538.59,4,1,2,412,Loyal Customers
238,22,379.51,1,2,2,122,Almost Lost
203,30,393.28000000000003,1,2,2,122,Almost Lost
0,96,1765.76,4,3,4,434,Best Customers
184,21,320.58000000000004,1,2,2,122,Almost Lost
31,135,869.35,3,4,3,343,Best Customers
56,13,225.85,2,1,1,211,Almost Lost
184,57,848.48,1,3,3,133,Big Spenders
8,126,2757.07,4,4,4,444,Best Customers
311,5,-21.85,1,1,1,111,Lost Customers
90,24,671.96,2,2,3,223,Almost Lost
3,153,939.21,4,4,3,443,Best Customers
50,41,1006.98,2,2,3,223,Almost Lost
262,8,114.56,1,1,1,111,Lost Customers
265,20,344.90000000000003,1,2,2,122,Almost Lost
35,28,609.85,3,2,2,322,Loyal Customers
50,16,443.6,2,1,2,212,Almost Lost
51,175,2952.34,2,4,4,244,Big Spenders
15,113,2042.15,4,4,4,444,Best Customers
21,7,110.46,3,1,1,311,Loyal Customers
58,2,96.12,2,1,1,211,Almost Lost
169,34,668.61,1,2,3,123,Almost Lost
8,29,780.46,4,2,3,423,Loyal Customers
156,30,597.09,1,2,2,122,Almost Lost
1,2085,279489.02,4,4,4,444,Best Customers
200,30,243.22,1,2,1,121,Lost Customers
4,199,1417.29,4,4,3,443,Best Customers
66,102,654.6,2,3,3,233,Big Spenders
76,29,114.18,2,2,1,221,Almost Lost
0,237,1947.55,4,4,4,444,Best Customers
3,50,1930.15,4,3,4,434,Best Customers
168,80,291.05,1,3,1,131,Lost Customers
17,127,838.27,3,4,3,343,Best Customers
4,29,247.15,4,2,1,421,Loyal Customers
8,259,2456.53,4,4,4,444,Best Customers
86,30,285.74,2,2,1,221,Almost Lost
26,4,107.95,3,1,1,311,Loyal Customers
28,168,771.17,3,4,3,343,Best Customers
19,99,637.89,3,3,2,332,Lost Customers
60,117,1258.38,2,4,3,243,Big Spenders
23,14,195.25,3,1,1,311,Loyal Customers
10,576,9231.2,4,4,4,444,Best Customers
241,170,1269.99,1,4,3,143,Big Spenders
279,132,411.53,1,4,2,142,Lost Customers
234,61,765.55,1,3,3,133,Big Spenders
2,74,1736.4,4,3,4,434,Best Customers
15,102,604.75,4,3,2,432,Lost Customers
30,44,2543.2400000000002,3,3,4,334,Best Customers
371,1,-2.55,1,1,1,111,Lost Customers
24,320,26932.34,3,4,4,344,Best Customers
70,7,498.95,2,1,2,212,Almost Lost
187,2,52.0,1,1,1,111,Lost Customers
25,421,1236.28,3,4,3,343,Best Customers
106,15,628.38,2,1,2,212,Almost Lost
7,359,5107.38,4,4,4,444,Best Customers
208,13,112.8,1,1,1,111,Lost Customers
43,54,358.61,3,3,2,332,Lost Customers
30,71,2114.33,3,3,4,334,Best Customers
136,69,582.05,2,3,2,232,Lost Customers
264,8,172.9,1,1,1,111,Lost Customers
3,133,2070.97,4,4,4,444,Best Customers
217,22,188.60999999999999,1,2,1,121,Lost Customers
1,210,1250.76,4,4,3,443,Best Customers
213,8,109.13000000000001,1,1,1,111,Lost Customers
31,115,2235.3,3,4,4,344,Best Customers
10,350,2486.2200000000003,4,4,4,444,Best Customers
0,348,3250.64,4,4,4,444,Best Customers
14,22,318.17,4,2,2,422,Loyal Customers
10,415,1546.91,4,4,3,443,Best Customers
198,1,179.0,1,1,1,111,Lost Customers
2,29,1096.67,4,2,3,423,Loyal Customers
14,197,4911.14,4,4,4,444,Best Customers
13,139,606.13,4,4,2,442,Lost Customers
9,359,2838.2,4,4,4,444,Best Customers
28,25,917.07,3,2,3,323,Loyal Customers
8,341,2664.2599999999998,4,4,4,444,Best Customers
23,10,160.19,3,1,1,311,Loyal Customers
24,71,867.38,3,3,3,333,Best Customers
42,55,329.68,3,3,2,332,Lost Customers
1,238,1592.18,4,4,3,443,Best Customers
5,37,663.81,4,2,3,423,Loyal Customers
146,29,187.92000000000002,1,2,1,121,Lost Customers
